Country,Indicator,Value,Rank,Country_with_rank
"Korea, Dem. People's Rep.",International migrants share,0.2,207,"207. Korea, Dem. People's Rep."
Sri Lanka,International migrants share,0.2,208,208. Sri Lanka
China,International migrants share,0.1,209,209. China
Madagascar,International migrants share,0.1,210,210. Madagascar
Myanmar,International migrants share,0.1,211,211. Myanmar
Philippines,International migrants share,0.1,212,212. Philippines
Russian Federation,Land area,16376.9,1,1. Russian Federation
China,Land area,9388.2,2,2. China
United States,Land area,9147.4,3,3. United States
Canada,Land area,8788.7,4,4. Canada
Brazil,Land area,8358.1,5,5. Brazil
Australia,Land area,7692,6,6. Australia
India,Land area,2973.2,7,7. India
Argentina,Land area,2736.7,8,8. Argentina
Kazakhstan,Land area,2699.7,9,9. Kazakhstan
Algeria,Land area,2381.7,10,10. Algeria
"Congo, Dem. Rep.",Land area,2267.1,11,"11. Congo, Dem. Rep."
Saudi Arabia,Land area,2149.7,12,12. Saudi Arabia
Mexico,Land area,1944,13,13. Mexico
Indonesia,Land area,1892.6,14,14. Indonesia
Sudan,Land area,1868,15,15. Sudan
Libya,Land area,1759.5,16,16. Libya
"Iran, Islamic Rep.",Land area,1622.5,17,"17. Iran, Islamic Rep."
Mongolia,Land area,1558.5,18,18. Mongolia
Peru,Land area,1280,19,19. Peru
Niger,Land area,1266.7,20,20. Niger
Chad,Land area,1259.2,21,21. Chad
Angola,Land area,1246.7,22,22. Angola
Mali,Land area,1220.2,23,23. Mali
South Africa,Land area,1213.1,24,24. South Africa
Ethiopia,Land area,1128.5,25,25. Ethiopia
Colombia,Land area,1109.5,26,26. Colombia
Bolivia,Land area,1083.3,27,27. Bolivia
Mauritania,Land area,1030.7,28,28. Mauritania
"Egypt, Arab Rep.",Land area,995.5,29,"29. Egypt, Arab Rep."
Nigeria,Land area,910.8,30,30. Nigeria
Tanzania,Land area,885.8,31,31. Tanzania
"Venezuela, RB",Land area,882.1,32,"32. Venezuela, RB"
Namibia,Land area,823.3,33,33. Namibia
Mozambique,Land area,786.4,34,34. Mozambique
Pakistan,Land area,770.9,35,35. Pakistan
Turkiye,Land area,769.6,36,36. Turkiye
Zambia,Land area,743.4,37,37. Zambia
Chile,Land area,742.8,38,38. Chile
Myanmar,Land area,652.7,39,39. Myanmar
Afghanistan,Land area,652.2,40,40. Afghanistan
South Sudan,Land area,631.9,41,41. South Sudan
"Somalia, Fed. Rep.",Land area,627.3,42,"42. Somalia, Fed. Rep."
Central African Republic,Land area,623,43,43. Central African Republic
Madagascar,Land area,581.8,44,44. Madagascar
Kenya,Land area,580.9,45,45. Kenya
Ukraine,Land area,579.4,46,46. Ukraine
Botswana,Land area,566.7,47,47. Botswana
France,Land area,539,48,48. France
"Yemen, Rep.",Land area,528,49,"49. Yemen, Rep."
Thailand,Land area,510.9,50,50. Thailand
Spain,Land area,499.7,51,51. Spain
Cameroon,Land area,472.7,52,52. Cameroon
Turkmenistan,Land area,469.9,53,53. Turkmenistan
Papua New Guinea,Land area,452.9,54,54. Papua New Guinea
Morocco,Land area,446.3,55,55. Morocco
Uzbekistan,Land area,440.7,56,56. Uzbekistan
Iraq,Land area,434.1,57,57. Iraq
Greenland,Land area,410.5,58,58. Greenland
Sweden,Land area,407.3,59,59. Sweden
Paraguay,Land area,396,60,60. Paraguay
Zimbabwe,Land area,386.9,61,61. Zimbabwe
Japan,Land area,364.6,62,62. Japan
Norway,Land area,364.3,63,63. Norway
Germany,Land area,349.4,64,64. Germany
"Congo, Rep.",Land area,341.5,65,"65. Congo, Rep."
Malaysia,Land area,328.6,66,66. Malaysia
Cote d'Ivoire,Land area,318,67,67. Cote d'Ivoire
Viet Nam,Land area,313.4,68,68. Viet Nam
Oman,Land area,309.5,69,69. Oman
Poland,Land area,306.3,70,70. Poland
Finland,Land area,304,71,71. Finland
Philippines,Land area,298.2,72,72. Philippines
Italy,Land area,295.7,73,73. Italy
Burkina Faso,Land area,273.6,74,74. Burkina Faso
New Zealand,Land area,263.3,75,75. New Zealand
Gabon,Land area,257.7,76,76. Gabon
Ecuador,Land area,248.4,77,77. Ecuador
Guinea,Land area,245.7,78,78. Guinea
United Kingdom,Land area,241.9,79,79. United Kingdom
Lao PDR,Land area,230.8,80,80. Lao PDR
Romania,Land area,230.1,81,81. Romania
Ghana,Land area,227.5,82,82. Ghana
Guyana,Land area,211.1,83,83. Guyana
Belarus,Land area,203,84,84. Belarus
Uganda,Land area,200.5,85,85. Uganda
Senegal,Land area,192.5,86,86. Senegal
Kyrgyz Republic,Land area,191.8,87,87. Kyrgyz Republic
Syrian Arab Republic,Land area,183.6,88,88. Syrian Arab Republic
Cambodia,Land area,176.5,89,89. Cambodia
Uruguay,Land area,175,90,90. Uruguay
Suriname,Land area,160.5,91,91. Suriname
Tunisia,Land area,155.4,92,92. Tunisia
Nepal,Land area,143.4,93,93. Nepal
Tajikistan,Land area,138.8,94,94. Tajikistan
Bangladesh,Land area,130,95,95. Bangladesh
Greece,Land area,128.9,96,96. Greece
Eritrea,Land area,121.2,97,97. Eritrea
"Korea, Dem. People's Rep.",Land area,120.4,98,"98. Korea, Dem. People's Rep."
Nicaragua,Land area,120.3,99,99. Nicaragua
Benin,Land area,112.8,100,100. Benin
Honduras,Land area,111.9,101,101. Honduras
Bulgaria,Land area,108.6,102,102. Bulgaria
Guatemala,Land area,107.2,103,103. Guatemala
Cuba,Land area,103.8,104,104. Cuba
Iceland,Land area,100.8,105,105. Iceland
"Korea, Rep.",Land area,97.6,106,"106. Korea, Rep."
Liberia,Land area,96.3,107,107. Liberia
Malawi,Land area,94.3,108,108. Malawi
Portugal,Land area,91.6,109,109. Portugal
Hungary,Land area,91.3,110,110. Hungary
Jordan,Land area,88.8,111,111. Jordan
Serbia,Land area,84.1,112,112. Serbia
Azerbaijan,Land area,82.7,113,113. Azerbaijan
Austria,Land area,82.5,114,114. Austria
Czechia,Land area,77.2,115,115. Czechia
Panama,Land area,74.2,116,116. Panama
Sierra Leone,Land area,72.2,117,117. Sierra Leone
United Arab Emirates,Land area,71,118,118. United Arab Emirates
Georgia,Land area,69.5,119,119. Georgia
Ireland,Land area,68.9,120,120. Ireland
Lithuania,Land area,62.6,121,121. Lithuania
Latvia,Land area,62.2,122,122. Latvia
Sri Lanka,Land area,61.9,123,123. Sri Lanka
Croatia,Land area,56,124,124. Croatia
Togo,Land area,54.4,125,125. Togo
Bosnia and Herzegovina,Land area,51.2,126,126. Bosnia and Herzegovina
Costa Rica,Land area,51.1,127,127. Costa Rica
Dominican Republic,Land area,48.2,128,128. Dominican Republic
Slovak Republic,Land area,48.1,129,129. Slovak Republic
Estonia,Land area,42.7,130,130. Estonia
Denmark,Land area,40,131,131. Denmark
Switzerland,Land area,39.5,132,132. Switzerland
Bhutan,Land area,38.1,133,133. Bhutan
Netherlands,Land area,33.7,134,134. Netherlands
Moldova,Land area,32.9,135,135. Moldova
Belgium,Land area,30.5,136,136. Belgium
Lesotho,Land area,30.4,137,137. Lesotho
Armenia,Land area,28.2,138,138. Armenia
Equatorial Guinea,Land area,28.1,139,139. Equatorial Guinea
Guinea-Bissau,Land area,28.1,140,140. Guinea-Bissau
Solomon Islands,Land area,28,141,141. Solomon Islands
Haiti,Land area,27.6,142,142. Haiti
Albania,Land area,27.4,143,143. Albania
Burundi,Land area,25.7,144,144. Burundi
North Macedonia,Land area,25.2,145,145. North Macedonia
Rwanda,Land area,24.7,146,146. Rwanda
Djibouti,Land area,23.2,147,147. Djibouti
Belize,Land area,22.8,148,148. Belize
Israel,Land area,21.6,149,149. Israel
El Salvador,Land area,20.7,150,150. El Salvador
Slovenia,Land area,20.1,151,151. Slovenia
Fiji,Land area,18.3,152,152. Fiji
New Caledonia,Land area,18.3,153,153. New Caledonia
Kuwait,Land area,17.8,154,154. Kuwait
Eswatini,Land area,17.2,155,155. Eswatini
Timor-Leste,Land area,14.9,156,156. Timor-Leste
Montenegro,Land area,13.5,157,157. Montenegro
Vanuatu,Land area,12.2,158,158. Vanuatu
Qatar,Land area,11.5,159,159. Qatar
Jamaica,Land area,10.8,160,160. Jamaica
Lebanon,Land area,10.2,161,161. Lebanon
"Gambia, The",Land area,10.1,162,"162. Gambia, The"
"Bahamas, The",Land area,10,163,"163. Bahamas, The"
Cyprus,Land area,9.2,164,164. Cyprus
Puerto Rico (US),Land area,8.9,165,165. Puerto Rico (US)
West Bank and Gaza,Land area,6,166,166. West Bank and Gaza
Brunei Darussalam,Land area,5.3,167,167. Brunei Darussalam
Trinidad and Tobago,Land area,5.1,168,168. Trinidad and Tobago
Cabo Verde,Land area,4,169,169. Cabo Verde
French Polynesia,Land area,3.5,170,170. French Polynesia
Samoa,Land area,2.8,171,171. Samoa
Luxembourg,Land area,2.6,172,172. Luxembourg
Mauritius,Land area,2,173,173. Mauritius
Comoros,Land area,1.9,174,174. Comoros
Faroe Islands,Land area,1.4,175,175. Faroe Islands
"Hong Kong SAR, China",Land area,1.1,176,"176. Hong Kong SAR, China"
Sao Tome and Principe,Land area,1,177,177. Sao Tome and Principe
Turks and Caicos Islands,Land area,1,178,178. Turks and Caicos Islands
Bahrain,Land area,0.8,179,179. Bahrain
Dominica,Land area,0.8,180,180. Dominica
Kiribati,Land area,0.8,181,181. Kiribati
"Micronesia, Fed. Sts.",Land area,0.7,182,"182. Micronesia, Fed. Sts."
Singapore,Land area,0.7,183,183. Singapore
Tonga,Land area,0.7,184,184. Tonga
Isle of Man,Land area,0.6,185,185. Isle of Man
St. Lucia,Land area,0.6,186,186. St. Lucia
Andorra,Land area,0.5,187,187. Andorra
Guam,Land area,0.5,188,188. Guam
Northern Mariana Islands,Land area,0.5,189,189. Northern Mariana Islands
Palau,Land area,0.5,190,190. Palau
Seychelles,Land area,0.5,191,191. Seychelles
Antigua and Barbuda,Land area,0.4,192,192. Antigua and Barbuda
Barbados,Land area,0.4,193,193. Barbados
Curacao,Land area,0.4,194,194. Curacao
St. Vincent and the Grenadines,Land area,0.4,195,195. St. Vincent and the Grenadines
Virgin Islands (U.S.),Land area,0.4,196,196. Virgin Islands (U.S.)
Grenada,Land area,0.3,197,197. Grenada
Maldives,Land area,0.3,198,198. Maldives
Malta,Land area,0.3,199,199. Malta
St. Kitts and Nevis,Land area,0.3,200,200. St. Kitts and Nevis
American Samoa,Land area,0.2,201,201. American Samoa
Aruba,Land area,0.2,202,202. Aruba
Cayman Islands,Land area,0.2,203,203. Cayman Islands
Liechtenstein,Land area,0.2,204,204. Liechtenstein
Marshall Islands,Land area,0.2,205,205. Marshall Islands
Bermuda,Land area,0.1,206,206. Bermuda
San Marino,Land area,0.1,207,207. San Marino
St. Martin (French part),Land area,0.1,208,208. St. Martin (French part)
"Macao SAR, China",Land area,0,209,"209. Macao SAR, China"
Monaco,Land area,0,210,210. Monaco
Nauru,Land area,0,211,211. Nauru
Sint Maarten (Dutch part),Land area,0,212,212. Sint Maarten (Dutch part)
Tuvalu,Land area,0,213,213. Tuvalu
Monaco,Life expectancy,86.4,1,1. Monaco
San Marino,Life expectancy,85.7,2,2. San Marino
"Hong Kong SAR, China",Life expectancy,85.2,3,"3. Hong Kong SAR, China"
Liechtenstein,Life expectancy,84.8,4,4. Liechtenstein
French Polynesia,Life expectancy,84.1,5,5. French Polynesia
Switzerland,Life expectancy,84.1,6,6. Switzerland
Andorra,Life expectancy,84,7,7. Andorra
Japan,Life expectancy,84,8,8. Japan
Spain,Life expectancy,83.9,9,9. Spain
Italy,Life expectancy,83.7,10,10. Italy
Malta,Life expectancy,83.5,11,11. Malta
"Korea, Rep.",Life expectancy,83.4,12,"12. Korea, Rep."
Luxembourg,Life expectancy,83.4,13,13. Luxembourg
Sweden,Life expectancy,83.3,14,14. Sweden
Israel,Life expectancy,83.2,15,15. Israel
Kuwait,Life expectancy,83.2,16,16. Kuwait
"Macao SAR, China",Life expectancy,83.2,17,"17. Macao SAR, China"
Australia,Life expectancy,83.1,18,18. Australia
Faroe Islands,Life expectancy,83.1,19,19. Faroe Islands
Norway,Life expectancy,83.1,20,20. Norway
New Zealand,Life expectancy,83,21,21. New Zealand
France,Life expectancy,82.9,22,22. France
Ireland,Life expectancy,82.9,23,23. Ireland
Singapore,Life expectancy,82.9,24,24. Singapore
United Arab Emirates,Life expectancy,82.9,25,25. United Arab Emirates
Iceland,Life expectancy,82.6,26,26. Iceland
Belgium,Life expectancy,82.4,27,27. Belgium
Qatar,Life expectancy,82.4,28,28. Qatar
Bermuda,Life expectancy,82.3,29,29. Bermuda
Portugal,Life expectancy,82.3,30,30. Portugal
Slovenia,Life expectancy,82,31,31. Slovenia
Denmark,Life expectancy,81.9,32,32. Denmark
Netherlands,Life expectancy,81.9,33,33. Netherlands
Finland,Life expectancy,81.7,34,34. Finland
Puerto Rico (US),Life expectancy,81.7,35,35. Puerto Rico (US)
Canada,Life expectancy,81.6,36,36. Canada
Cyprus,Life expectancy,81.6,37,37. Cyprus
Austria,Life expectancy,81.5,38,38. Austria
Greece,Life expectancy,81.5,39,39. Greece
Bahrain,Life expectancy,81.3,40,40. Bahrain
Chile,Life expectancy,81.2,41,41. Chile
United Kingdom,Life expectancy,81.2,42,42. United Kingdom
Channel Islands,Life expectancy,81.1,43,43. Channel Islands
Isle of Man,Life expectancy,81,44,44. Isle of Man
Maldives,Life expectancy,81,45,45. Maldives
Costa Rica,Life expectancy,80.8,46,46. Costa Rica
Germany,Life expectancy,80.5,47,47. Germany
Virgin Islands (U.S.),Life expectancy,80.5,48,48. Virgin Islands (U.S.)
Cayman Islands,Life expectancy,80.4,49,49. Cayman Islands
St. Martin (French part),Life expectancy,80.2,50,50. St. Martin (French part)
Oman,Life expectancy,80,51,51. Oman
Czechia,Life expectancy,79.9,52,52. Czechia
Albania,Life expectancy,79.6,53,53. Albania
Panama,Life expectancy,79.6,54,54. Panama
New Caledonia,Life expectancy,78.8,55,55. New Caledonia
Northern Mariana Islands,Life expectancy,78.8,56,56. Northern Mariana Islands
Saudi Arabia,Life expectancy,78.7,57,57. Saudi Arabia
Croatia,Life expectancy,78.5,58,58. Croatia
Estonia,Life expectancy,78.5,59,59. Estonia
Poland,Life expectancy,78.5,60,60. Poland
United States,Life expectancy,78.4,61,61. United States
Cuba,Life expectancy,78.1,62,62. Cuba
Uruguay,Life expectancy,78.1,63,63. Uruguay
China,Life expectancy,78,64,64. China
Kosovo,Life expectancy,78,65,65. Kosovo
Slovak Republic,Life expectancy,78,66,66. Slovak Republic
Turks and Caicos Islands,Life expectancy,78,67,67. Turks and Caicos Islands
Bosnia and Herzegovina,Life expectancy,77.9,68,68. Bosnia and Herzegovina
Jordan,Life expectancy,77.8,69,69. Jordan
Lebanon,Life expectancy,77.8,70,70. Lebanon
Colombia,Life expectancy,77.7,71,71. Colombia
"Iran, Islamic Rep.",Life expectancy,77.7,72,"72. Iran, Islamic Rep."
Peru,Life expectancy,77.7,73,73. Peru
Antigua and Barbuda,Life expectancy,77.6,74,74. Antigua and Barbuda
Montenegro,Life expectancy,77.6,75,75. Montenegro
Armenia,Life expectancy,77.5,76,76. Armenia
Sri Lanka,Life expectancy,77.5,77,77. Sri Lanka
Argentina,Life expectancy,77.4,78,78. Argentina
Ecuador,Life expectancy,77.4,79,79. Ecuador
Guam,Life expectancy,77.2,80,80. Guam
Turkiye,Life expectancy,77.2,81,81. Turkiye
Lithuania,Life expectancy,77,82,82. Lithuania
Curacao,Life expectancy,76.8,83,83. Curacao
Hungary,Life expectancy,76.8,84,84. Hungary
Malaysia,Life expectancy,76.7,85,85. Malaysia
Romania,Life expectancy,76.6,86,86. Romania
Tunisia,Life expectancy,76.5,87,87. Tunisia
Aruba,Life expectancy,76.4,88,88. Aruba
Sint Maarten (Dutch part),Life expectancy,76.4,89,89. Sint Maarten (Dutch part)
Thailand,Life expectancy,76.4,90,90. Thailand
Algeria,Life expectancy,76.3,91,91. Algeria
Barbados,Life expectancy,76.2,92,92. Barbados
Serbia,Life expectancy,76.2,93,93. Serbia
Cabo Verde,Life expectancy,76.1,94,94. Cabo Verde
Brazil,Life expectancy,75.8,95,95. Brazil
Bulgaria,Life expectancy,75.7,96,96. Bulgaria
Latvia,Life expectancy,75.7,97,97. Latvia
Brunei Darussalam,Life expectancy,75.3,98,98. Brunei Darussalam
Morocco,Life expectancy,75.3,99,99. Morocco
North Macedonia,Life expectancy,75.3,100,100. North Macedonia
Grenada,Life expectancy,75.2,101,101. Grenada
Mexico,Life expectancy,75.1,102,102. Mexico
Seychelles,Life expectancy,75,103,103. Seychelles
Nicaragua,Life expectancy,74.9,104,104. Nicaragua
Bangladesh,Life expectancy,74.7,105,105. Bangladesh
"Bahamas, The",Life expectancy,74.6,106,"106. Bahamas, The"
